date,campaign_id,user_id,checkout_id,is_click
2024-12-31,1,1,5073872,0
2024-12-31,1,2,5917917,0
2024-12-31,1,3,7493460,0
2024-12-31,1,4,9720866,0
2024-12-31,1,5,2969097,1
2024-12-31,1,6,7533221,0
2024-12-31,1,7,1937897,0
2024-12-31,1,8,5884595,0
2024-12-31,1,9,4451550,0
2024-12-31,1,10,7819378,0
2024-12-31,1,11,1644328,0
2024-12-31,1,12,8742460,0
2024-12-31,1,13,4327678,0
2024-12-31,1,14,6936285,0
2024-12-31,1,15,5152053,0
2024-12-31,1,16,7612303,0
2024-12-31,1,17,1805295,0
2024-12-31,1,18,2180014,0
2024-12-31,1,19,3842087,0
2024-12-31,1,20,9100444,0
2024-12-31,1,21,6988863,0
2024-12-31,1,22,3689693,0
2024-12-31,1,23,7748611,0
2024-12-31,1,24,6801805,0
2024-12-31,1,25,6756436,0
2024-12-31,1,26,5795682,0
2024-12-31,1,27,9450564,
2024-12-31,1,28,4285044,0
2024-12-31,1,29,7186922,0
2024-12-31,1,30,5077295,0
2024-12-31,1,31,3340466,0
2024-12-31,1,32,8240322,0
2024-12-31,1,33,2215529,0
2024-12-31,1,34,4394077,0
2024-12-31,1,35,1617743,0
2024-12-31,1,36,1656498,0
2024-12-31,1,37,6875076,0
2024-12-31,1,38,9816741,0
2024-12-31,1,39,1064429,0
2024-12-31,1,40,9982768,0
2024-12-31,1,41,7003039,1
2024-12-31,1,42,6893026,0
2024-12-31,1,43,9843785,0
2024-12-31,1,44,4097529,0
2024-12-31,1,45,4971807,1
2024-12-31,1,46,9843849,0
2024-12-31,1,47,9237030,
2024-12-31,1,48,1819631,0
2024-12-31,1,49,3555722,0
2024-12-31,1,50,8944901,0
2024-12-31,1,51,8494627,0
2024-12-31,1,52,9643392,0
2024-12-31,1,53,2901623,
2024-12-31,1,54,9912931,0
2024-12-31,1,55,2145468,0
2024-12-31,1,56,4994064,0
2024-12-31,1,57,8525735,0
2024-12-31,1,58,6003470,
2024-12-31,1,59,2784417,0
2024-12-31,1,60,2535145,0
2024-12-31,1,61,2887943,1
2024-12-31,1,62,5891472,0
2024-12-31,1,63,1900162,0
2024-12-31,1,64,3700434,0
2024-12-31,1,65,7226195,0
2024-12-31,1,66,5751587,0
2024-12-31,1,67,2074966,1
2024-12-31,1,68,8794876,0
2024-12-31,1,69,6500765,0
2024-12-31,1,70,2665744,0
2024-12-31,1,71,2139593,0
2024-12-31,1,72,6506253,0
2024-12-31,1,73,6214762,0
2024-12-31,1,74,1598008,0
2024-12-31,1,75,6894758,0
2024-12-31,1,76,1919352,1
2024-12-31,1,77,3568486,0
2024-12-31,1,78,9984475,
2024-12-31,1,79,7420331,0
2024-12-31,1,80,7811395,0
2024-12-31,1,81,9214858,0
2024-12-31,1,82,4217362,0
2024-12-31,1,83,8572651,0
2024-12-31,1,84,3668939,0
2024-12-31,1,85,8898841,1
2024-12-31,1,86,9468879,0
2024-12-31,1,87,1727211,1
2024-12-31,1,88,8282711,0
2024-12-31,1,89,1044262,0
2024-12-31,1,90,5127616,0
2024-12-31,1,91,7622420,0
2024-12-31,1,92,5171791,1
2024-12-31,1,93,8989040,0
2024-12-31,1,94,2194985,0
2024-12-31,1,95,8817920,0
2024-12-31,1,96,9657419,0
2024-12-31,1,97,3123098,0
2024-12-31,1,98,8168592,0
2024-12-31,1,99,9461941,0
2024-12-31,1,100,1410808,0
2024-12-31,1,101,7113408,0
2024-12-31,1,102,5722034,0
2024-12-31,1,103,1116631,0
2024-12-31,1,104,1296625,0
2024-12-31,1,105,4820229,0
2024-12-31,1,106,2964172,0
2024-12-31,1,107,7847677,0
2024-12-31,1,108,4921033,0
2024-12-31,1,109,1446135,1
2024-12-31,1,110,2163913,0
2024-12-31,1,111,5279834,0
2024-12-31,1,112,5607931,0
2024-12-31,1,113,8673398,0
2024-12-31,1,114,5472219,0
2024-12-31,1,115,1296002,0
2024-12-31,1,116,4432587,0
2024-12-31,1,117,7178440,1
2024-12-31,1,118,1318986,0
2024-12-31,1,119,3431611,1
2024-12-31,1,120,6706207,0
2024-12-31,1,121,3956228,1
2024-12-31,1,122,4468659,1
2024-12-31,1,123,2246397,0
2024-12-31,1,124,6789407,0
2024-12-31,1,125,7759001,1
2024-12-31,1,126,9219123,0
2024-12-31,1,127,5953654,0
2024-12-31,1,128,1259125,1
2024-12-31,1,129,6804722,0
2024-12-31,1,130,2117242,0
2024-12-31,1,131,1822645,0
2024-12-31,1,132,4792192,0
2024-12-31,1,133,8827779,0
2024-12-31,1,134,2400286,0
2024-12-31,1,135,6111558,
2024-12-31,1,136,4169439,0
2024-12-31,1,137,1742441,0
2024-12-31,1,138,5254764,0
2024-12-31,1,139,5482020,0
2024-12-31,1,140,9197247,0
2024-12-31,1,141,9227124,0
2024-12-31,1,142,5849912,0
2024-12-31,1,143,1575323,0
2024-12-31,1,144,6343523,0
2024-12-31,1,145,9839051,0
2024-12-31,1,146,4143163,0
2024-12-31,1,147,4132001,0
2024-12-31,1,148,8978329,1
2024-12-31,1,149,6658830,1
2024-12-31,1,150,5379803,0
2024-12-31,1,151,8837276,0
2024-12-31,1,152,2933006,0
2024-12-31,1,153,7012167,0
2024-12-31,1,154,3176182,0
2024-12-31,1,155,6956441,0
2024-12-31,1,156,6169385,1
2024-12-31,1,157,5886538,0
2024-12-31,1,158,9057582,0
2024-12-31,1,159,1163062,0
2024-12-31,1,160,6324944,0
2024-12-31,1,161,4821576,0
2024-12-31,1,162,6880830,0
2024-12-31,1,163,2166857,1
2024-12-31,1,164,5185057,0
2024-12-31,1,165,2810503,0
2024-12-31,1,166,6119008,1
2024-12-31,1,167,2606474,0
2024-12-31,1,168,6968338,0
2024-12-31,1,169,3286468,0
2024-12-31,1,170,7290568,1
2024-12-31,1,171,5999835,0
2024-12-31,1,172,2170069,0
2024-12-31,1,173,7114577,0
2024-12-31,1,174,4040353,0
2024-12-31,1,175,9470760,0
2024-12-31,1,176,9969417,0
2024-12-31,1,177,8971430,0
2024-12-31,1,178,6911364,0
2024-12-31,1,179,4979977,1
2024-12-31,1,180,4517558,1
2024-12-31,1,181,5706231,0
2024-12-31,1,182,5281045,0
2024-12-31,1,183,7819477,0
2024-12-31,1,184,2335429,0
2024-12-31,1,185,4871541,0
2024-12-31,1,186,5400478,0
2024-12-31,1,187,2914012,0
2024-12-31,1,188,7262868,0
2024-12-31,1,189,2287198,0
2024-12-31,1,190,4488467,0
2024-12-31,1,191,2570606,1
2024-12-31,1,192,1359837,0
2024-12-31,1,193,4932412,0
2024-12-31,1,194,4910293,0
2024-12-31,1,195,8352955,0
2024-12-31,1,196,6159670,0
2024-12-31,1,197,9592103,0
2024-12-31,1,198,8881773,0
2024-12-31,1,199,1399053,0
2024-12-31,1,200,6490182,0
2024-12-31,1,201,7572509,0
2024-12-31,1,202,9133152,0
2024-12-31,1,203,2750640,0
2024-12-31,1,204,4519459,0
2024-12-31,1,205,2390252,0
2024-12-31,1,206,2151028,1
2024-12-31,1,207,1937479,0
2024-12-31,1,208,1226898,1
2024-12-31,1,209,8249289,1
2024-12-31,1,210,8510121,0
2024-12-31,1,211,8495620,0
2024-12-31,1,212,6650393,0
2024-12-31,1,213,3379823,0
2024-12-31,1,44511,3098028,0
2024-12-31,1,44782,9458194,0
2024-12-31,1,45935,9109583,1
2024-12-31,1,48307,2412446,0
2024-12-31,1,49780,5411863,0
2024-12-31,1,51466,9908572,0
2024-12-31,1,51831,4434218,0
2024-12-31,1,52726,6271636,1
2024-12-31,1,53262,3959546,0
2024-12-31,1,53264,2693407,0
2024-12-31,1,54895,2972820,0
2024-12-31,1,57433,7599358,0
2024-12-31,2,2281,4593934,0
2024-12-31,2,3088,1762393,0
2024-12-31,2,10390,8384769,0
2024-12-31,2,12384,7253682,0
2024-12-31,2,14524,9054524,0
2024-12-31,2,15395,9624461,0
2024-12-31,2,17837,1249407,0
2024-12-31,2,23498,5655153,0
2024-12-31,2,26217,3076546,0
2024-12-31,2,27609,3374103,0
2024-12-31,2,28675,8466344,0
2024-12-31,2,31664,5731074,0
2024-12-31,2,32211,6900645,0
2024-12-31,2,32212,5555940,0
2024-12-31,2,32213,2980497,1
2024-12-31,2,32214,2546591,0
2024-12-31,2,32215,8714010,0
2024-12-31,2,32216,2755088,0
2024-12-31,2,32217,9771848,
2024-12-31,2,32218,9430987,0
2024-12-31,2,32219,4697948,1
2024-12-31,2,32220,5185334,0
2024-12-31,2,32221,9732818,0
2024-12-31,2,32222,2392664,0
2024-12-31,2,32223,3568413,
2024-12-31,2,32224,1269739,
2024-12-31,2,32225,5250195,0
2024-12-31,2,32226,5656164,1
2024-12-31,2,32227,9148523,0
2024-12-31,2,32228,9513624,0
2024-12-31,2,32229,2745591,0
2024-12-31,2,32230,2138446,0
2024-12-31,2,32231,5407193,0
2024-12-31,2,32232,7124886,0
2024-12-31,2,32233,1857045,1
2024-12-31,2,32234,3347589,0
2024-12-31,2,32235,1624268,0
2024-12-31,2,32236,3617159,1
2024-12-31,2,32237,4568411,0
2024-12-31,2,32238,7165052,0
2024-12-31,2,32239,2929300,1
2024-12-31,2,32240,8099836,0
2024-12-31,2,32241,4777091,0
2024-12-31,2,32242,8751569,0
2024-12-31,2,32243,8604960,1
2024-12-31,2,32244,4093623,0
2024-12-31,2,32245,5808987,0
2024-12-31,2,32246,6718755,0
2024-12-31,2,32247,4260305,1
2024-12-31,2,32248,5968175,0
2024-12-31,2,32249,6289240,0
2024-12-31,2,32250,5030010,0
2024-12-31,2,32251,5197740,0
2024-12-31,2,32252,6550121,1
2024-12-31,2,32253,6814433,1
2024-12-31,2,32254,3833263,0
2024-12-31,2,32255,5796044,0
2024-12-31,2,32256,4086517,0
2024-12-31,2,32257,8868111,0
2024-12-31,2,32258,9157109,1
2024-12-31,2,32259,9210096,0
2024-12-31,2,32260,4093031,1
2024-12-31,2,32261,5104433,1
2024-12-31,2,32262,7550007,0
2024-12-31,2,32263,9540890,1
2024-12-31,2,32264,1529795,0
2024-12-31,2,32265,1936623,1
2024-12-31,2,32266,2738535,0
2024-12-31,2,32267,5841345,0
2024-12-31,2,32268,9507525,0
2024-12-31,2,32269,8005207,0
2024-12-31,2,32270,6957605,0
2024-12-31,2,32271,5551942,1
2024-12-31,2,32272,7019288,0
2024-12-31,2,32273,9177988,0
2024-12-31,2,32274,3634076,0
2024-12-31,2,32275,9113668,0
2024-12-31,2,32276,2500598,0
2024-12-31,2,32277,5412137,1
2024-12-31,2,32278,4119110,0
2024-12-31,2,32279,5490104,1
2024-12-31,2,32280,3082541,0
2024-12-31,2,32281,5627408,0
2024-12-31,2,32282,2190912,0
2024-12-31,2,32283,3680797,0
2024-12-31,2,32284,9407141,0
2024-12-31,2,32285,6614674,0
2024-12-31,2,32286,4348226,0
2024-12-31,2,32287,5466534,0
2024-12-31,2,32288,7657330,0
2024-12-31,2,32289,9433271,0
2024-12-31,2,32290,2178406,0
2024-12-31,2,32291,9996326,0
2024-12-31,2,32292,1724876,1
2024-12-31,2,32293,4769145,1
2024-12-31,2,32294,4711685,0
2024-12-31,2,32295,9766303,0
2024-12-31,2,32296,5733694,0
2024-12-31,2,32297,3973792,0
2024-12-31,2,32298,2057802,
2024-12-31,2,32299,5133629,0
2024-12-31,2,32300,5441536,0
2024-12-31,2,32301,8525072,0
2024-12-31,2,32302,2830906,0
2024-12-31,2,32303,3591981,0
2024-12-31,2,32304,9424675,0
2024-12-31,2,32305,3615331,0
2024-12-31,2,32306,6051796,0
2024-12-31,2,32307,7523976,
2024-12-31,2,32308,2951634,0
2024-12-31,2,32309,2133357,0
2024-12-31,2,32310,5432270,1
2024-12-31,2,32311,1094471,0
2024-12-31,2,32312,5234121,0
2024-12-31,2,32313,8759424,0
2024-12-31,2,32314,6907350,0
2024-12-31,2,32315,1492300,1
2024-12-31,2,32316,8298998,0
2024-12-31,2,32317,5015051,0
2024-12-31,2,32318,4379197,0
2024-12-31,2,32319,4757516,0
2024-12-31,2,32320,7960399,0
2024-12-31,2,32321,6776280,0
2024-12-31,2,32322,1789807,0
2024-12-31,2,32323,4056911,0
2024-12-31,2,32324,3491043,
2024-12-31,2,32325,6266027,0
2024-12-31,2,32326,4413340,0
2024-12-31,2,32327,7684133,0
2024-12-31,2,32328,4088176,1
2024-12-31,2,32329,5756594,0
2024-12-31,2,32330,7373922,0
2024-12-31,2,32331,8644422,0
2024-12-31,2,32332,4623741,0
2024-12-31,2,32333,9958566,1
2024-12-31,2,32334,8840902,0
2024-12-31,2,32335,7041162,0
2024-12-31,2,32336,3321234,0
2024-12-31,2,32337,5933956,0
2024-12-31,2,32338,4748546,0
2024-12-31,2,32339,6847564,0
2024-12-31,2,32340,6415748,0
2024-12-31,2,32341,7949972,1
2024-12-31,2,32342,6879801,0
2024-12-31,2,32343,7692118,0
2024-12-31,2,32344,8896459,0
2024-12-31,2,32345,6362888,0
2024-12-31,2,32346,6768332,0
2024-12-31,2,32347,4248132,0
2024-12-31,2,32348,2027406,0
2024-12-31,2,32349,1768371,0
2024-12-31,2,32350,9757825,0
2024-12-31,2,32351,6771992,0
2024-12-31,2,32352,5390861,1
2024-12-31,2,32353,4339101,0
2024-12-31,2,32354,8669758,0
2024-12-31,2,32355,2025186,0
2024-12-31,2,32356,4288874,0
2024-12-31,2,32357,2309715,1
2024-12-31,2,32358,4034932,0
2024-12-31,2,32359,3556194,0
2024-12-31,2,32360,1162647,0
2024-12-31,2,32361,7761229,0
2024-12-31,2,32362,4797606,0
2024-12-31,2,32363,9719283,0
2024-12-31,2,32364,3127004,0
2024-12-31,2,32365,7496058,0
2024-12-31,2,32366,8532983,0
2024-12-31,2,32367,2801259,0
2024-12-31,2,32368,6565363,0
2024-12-31,2,32369,4305671,0
2024-12-31,2,32370,2005748,0
